year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2002,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,19895,31,9,1,6,13,2,8,3,28,8,155.8,45.2,5,30.2,65.3,10.1,40.2,15.1,140.7,40.2
2002,9,17,Cass,8,Central,Mostly Rural,52.1,16709,22,6,2,1,13,NA,1,3,19,5,131.7,35.9,12,6,77.8,NA,6,18,113.7,29.9
2002,10,19,Champaign,6,Central,Mostly Urban,12.7,218374,622,213,70,120,190,29,141,82,540,169,284.8,97.5,32.1,55,87,13.3,64.6,37.6,247.3,77.4
2002,11,21,Christian,4,Central,Mostly Urban,43.5,42947,53,11,7,10,24,1,11,5,48,28,123.4,25.6,16.3,23.3,55.9,2.3,25.6,11.6,111.8,65.2
2002,12,23,Clark,5,Southern,Mostly Rural,59.5,20775,35,11,4,5,14,1,6,5,30,5,168.5,52.9,19.3,24.1,67.4,4.8,28.9,24.1,144.4,24.1
2002,13,25,Clay,4,Southern,Mostly Rural,64.7,17307,25,7,NA,7,10,1,8,1,24,4,144.5,40.4,NA,40.4,57.8,5.8,46.2,5.8,138.7,23.1
2002,14,27,Clinton,4,Southern,Mostly Urban,48.8,43880,49,15,2,8,21,3,10,6,43,11,111.7,34.2,4.6,18.2,47.9,6.8,22.8,13.7,98,25.1
2002,15,29,Coles,5,Central,Mostly Urban,24.3,61421,137,51,12,25,40,9,33,11,126,18,223.1,83,19.5,40.7,65.1,14.7,53.7,17.9,205.1,29.3
2002,16,31,Cook,co,Northern - Cook,Completely Urban,0,6660196,15253,7403,268,3056,3874,652,3335,1682,13571,5699,229,111.2,4,45.9,58.2,9.8,50.1,25.3,203.8,85.6
2002,17,33,Crawford,2,Southern,Mostly Rural,60.2,24260,45,17,6,5,17,NA,5,3,42,6,185.5,70.1,24.7,20.6,70.1,NA,20.6,12.4,173.1,24.7
2002,18,35,Cumberland,5,Southern,Completely Rural,100,13647,13,4,2,3,3,1,4,1,12,2,95.3,29.3,14.7,22,22,7.3,29.3,7.3,87.9,14.7
2002,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,112199,93,33,10,15,29,6,21,6,87,31,82.9,29.4,8.9,13.4,25.8,5.3,18.7,5.3,77.5,27.6
2002,20,39,De Witt,6,Central,Mostly Urban,48.8,20302,19,7,NA,3,8,1,4,1,18,10,93.6,34.5,NA,14.8,39.4,4.9,19.7,4.9,88.7,49.3
2002,21,41,Douglas,6,Central,Mostly Rural,61.6,24797,18,9,1,3,5,NA,3,2,16,4,72.6,36.3,4,12.1,20.2,NA,12.1,8.1,64.5,16.1
2002,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1147721,821,173,98,130,395,25,150,100,721,169,71.5,15.1,8.5,11.3,34.4,2.2,13.1,8.7,62.8,14.7
2002,23,45,Edgar,5,Central,Mostly Rural,51.8,23546,70,22,4,15,18,11,25,4,66,12,297.3,93.4,17,63.7,76.4,46.7,106.2,17,280.3,51
2002,24,47,Edwards,2,Southern,Completely Rural,100,8238,6,2,NA,2,2,NA,2,NA,6,1,72.8,24.3,NA,24.3,24.3,NA,24.3,NA,72.8,12.1
2002,25,49,Effingham,4,Southern,Mostly Rural,59.7,43241,45,7,3,17,16,2,19,1,44,9,104.1,16.2,6.9,39.3,37,4.6,43.9,2.3,101.8,20.8
2002,26,51,Fayette,4,Southern,Mostly Rural,67,26219,71,32,8,8,19,4,12,9,62,22,270.8,122,30.5,30.5,72.5,15.3,45.8,34.3,236.5,83.9
2002,27,53,Ford,11,Central,Mostly Urban,41.8,17458,6,1,NA,1,4,NA,1,1,5,3,34.4,5.7,NA,5.7,22.9,NA,5.7,5.7,28.6,17.2
2002,28,55,Franklin,2,Southern,Mostly Urban,48.6,47256,46,13,7,6,17,3,9,4,42,7,97.3,27.5,14.8,12.7,36,6.3,19,8.5,88.9,14.8
2002,29,57,Fulton,9,Central,Mostly Rural,60,45108,44,7,8,14,9,6,19,1,43,13,97.5,15.5,17.7,31,20,13.3,42.1,2.2,95.3,28.8
2002,30,59,Gallatin,2,Southern,Completely Rural,100,7420,9,3,1,2,2,1,3,NA,9,2,121.3,40.4,13.5,27,27,13.5,40.4,NA,121.3,27
2002,31,61,Greene,7,Central,Mostly Rural,70.8,17964,10,3,NA,NA,7,NA,NA,NA,10,1,55.7,16.7,NA,NA,39,NA,NA,NA,55.7,5.6
2002,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,48171,30,7,2,3,17,1,4,NA,30,3,62.3,14.5,4.2,6.2,35.3,2.1,8.3,NA,62.3,6.2
2002,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10161,18,8,NA,4,3,3,7,1,17,1,177.1,78.7,NA,39.4,29.5,29.5,68.9,9.8,167.3,9.8
2002,34,67,Hancock,9,Central,Mostly Rural,71,23882,24,12,1,3,6,2,5,1,23,5,100.5,50.2,4.2,12.6,25.1,8.4,20.9,4.2,96.3,20.9
2002,35,69,Hardin,2,Southern,Completely Rural,100,5575,5,NA,NA,2,3,NA,2,1,4,4,89.7,NA,NA,35.9,53.8,NA,35.9,17.9,71.7,71.7
2002,36,71,Henderson,9,Central,Mostly Rural,99.7,9802,7,1,2,1,1,2,3,NA,7,4,71.4,10.2,20.4,10.2,10.2,20.4,30.6,NA,71.4,40.8
2002,37,73,Henry,14,Central,Mostly Rural,50.3,61672,82,23,9,12,32,6,17,8,74,31,133,37.3,14.6,19.5,51.9,9.7,27.6,13,120,50.3
2002,38,75,Iroquois,21,Central,Mostly Rural,71.7,37842,22,10,1,3,7,1,4,1,21,10,58.1,26.4,2.6,7.9,18.5,2.6,10.6,2.6,55.5,26.4
2002,39,77,Jackson,1,Southern,Mostly Urban,37.2,68761,63,3,4,23,31,2,25,2,61,35,91.6,4.4,5.8,33.4,45.1,2.9,36.4,2.9,88.7,50.9
2002,40,79,Jasper,4,Southern,Mostly Rural,69.9,12276,10,2,1,1,5,1,2,1,9,3,81.5,16.3,8.1,8.1,40.7,8.1,16.3,8.1,73.3,24.4
2002,41,81,Jefferson,2,Southern,Mostly Rural,58.8,48975,77,16,2,25,27,7,32,6,71,38,157.2,32.7,4.1,51,55.1,14.3,65.3,12.3,145,77.6
2002,42,83,Jersey,7,Southern,Mostly Rural,60.6,26908,29,7,5,4,10,3,7,3,26,17,107.8,26,18.6,14.9,37.2,11.1,26,11.1,96.6,63.2
2002,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26957,19,7,3,1,6,2,3,NA,19,1,70.5,26,11.1,3.7,22.3,7.4,11.1,NA,70.5,3.7
2002,44,87,Johnson,1,Southern,Completely Rural,100,14934,40,14,4,5,13,4,8,4,36,7,267.8,93.7,26.8,33.5,87,26.8,53.6,26.8,241.1,46.9
2002,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,567040,635,256,37,170,136,36,198,45,590,212,112,45.1,6.5,30,24,6.3,34.9,7.9,104,37.4
2002,46,91,Kankakee,21,Central,Mostly Urban,24.5,131992,207,56,2,52,84,13,64,17,190,81,156.8,42.4,1.5,39.4,63.6,9.8,48.5,12.9,143.9,61.4
2002,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,79087,65,13,9,9,30,4,11,3,62,23,82.2,16.4,11.4,11.4,37.9,5.1,13.9,3.8,78.4,29.1
2002,48,95,Knox,9,Central,Mostly Urban,24.3,65891,54,9,5,10,25,5,14,4,50,49,82,13.7,7.6,15.2,37.9,7.6,21.2,6.1,75.9,74.4
2002,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,857443,915,241,125,178,305,66,236,87,828,280,106.7,28.1,14.6,20.8,35.6,7.7,27.5,10.1,96.6,32.7
2002,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,137418,176,59,14,27,66,10,33,21,155,45,128.1,42.9,10.2,19.6,48,7.3,24,15.3,112.8,32.7
2002,51,101,Lawrence,2,Southern,Mostly Rural,58,19223,39,16,2,10,10,1,11,3,36,9,202.9,83.2,10.4,52,52,5.2,57.2,15.6,187.3,46.8
2002,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,43445,45,11,2,14,15,3,15,4,41,17,103.6,25.3,4.6,32.2,34.5,6.9,34.5,9.2,94.4,39.1
2002,53,105,Livingston,11,Central,Mostly Urban,40.8,48239,71,22,7,15,21,6,19,7,64,21,147.2,45.6,14.5,31.1,43.5,12.4,39.4,14.5,132.7,43.5
2002,54,107,Logan,11,Central,Mostly Urban,39.9,36792,55,11,5,16,21,2,18,9,46,22,149.5,29.9,13.6,43.5,57.1,5.4,48.9,24.5,125,59.8
2002,55,109,McDonough,9,Central,Mostly Urban,29.5,37958,39,19,NA,4,15,1,5,4,35,21,102.7,50.1,NA,10.5,39.5,2.6,13.2,10.5,92.2,55.3
2002,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,356174,155,29,24,34,60,8,39,13,142,63,43.5,8.1,6.7,9.5,16.8,2.2,10.9,3.6,39.9,17.7
2002,57,113,McLean,11,Central,Mostly Urban,16.5,189435,353,92,43,82,120,16,93,44,309,171,186.3,48.6,22.7,43.3,63.3,8.4,49.1,23.2,163.1,90.3
2002,58,115,Macon,6,Central,Mostly Urban,15.3,137284,569,134,52,125,221,37,143,107,462,168,414.5,97.6,37.9,91.1,161,27,104.2,77.9,336.5,122.4
2002,59,117,Macoupin,7,Central,Mostly Rural,58.5,59648,63,10,11,10,27,5,14,4,59,27,105.6,16.8,18.4,16.8,45.3,8.4,23.5,6.7,98.9,45.3
2002,60,119,Madison,3,Southern,Mostly Urban,13.3,321287,317,64,20,72,150,11,80,24,293,149,98.7,19.9,6.2,22.4,46.7,3.4,24.9,7.5,91.2,46.4
2002,61,121,Marion,4,Southern,Mostly Urban,45.1,50499,172,53,8,26,78,7,33,24,148,43,340.6,105,15.8,51.5,154.5,13.9,65.3,47.5,293.1,85.2
2002,62,123,Marshall,10,Central,Completely Rural,100,15750,4,NA,1,1,2,NA,1,1,3,NA,25.4,NA,6.3,6.3,12.7,NA,6.3,6.3,19,NA
2002,63,125,Mason,8,Central,Mostly Rural,77.5,19455,28,8,1,5,12,2,7,1,27,10,143.9,41.1,5.1,25.7,61.7,10.3,36,5.1,138.8,51.4
2002,64,127,Massac,1,Southern,Mostly Rural,50.5,18367,38,12,4,11,8,3,14,8,30,9,206.9,65.3,21.8,59.9,43.6,16.3,76.2,43.6,163.3,49
2002,65,129,Menard,8,Central,Mostly Rural,75.7,15429,6,1,1,2,2,NA,2,NA,6,1,38.9,6.5,6.5,13,13,NA,13,NA,38.9,6.5
2002,66,131,Mercer,14,Central,Mostly Rural,77.8,20714,14,1,1,3,5,4,7,NA,14,3,67.6,4.8,4.8,14.5,24.1,19.3,33.8,NA,67.6,14.5
2002,67,133,Monroe,20,Southern,Mostly Urban,41.4,36395,12,2,1,3,6,NA,3,2,10,6,33,5.5,2.7,8.2,16.5,NA,8.2,5.5,27.5,16.5
2002,68,135,Montgomery,4,Central,Mostly Urban,41.6,36962,48,18,8,6,14,2,7,3,45,25,129.9,48.7,21.6,16.2,37.9,5.4,18.9,8.1,121.7,67.6
2002,69,137,Morgan,7,Central,Mostly Urban,36.2,43569,38,6,3,6,18,5,9,9,29,24,87.2,13.8,6.9,13.8,41.3,11.5,20.7,20.7,66.6,55.1
2002,70,139,Moultrie,6,Central,Mostly Rural,69.2,17669,14,5,2,2,5,NA,2,2,12,5,79.2,28.3,11.3,11.3,28.3,NA,11.3,11.3,67.9,28.3
2002,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,65224,51,12,3,6,25,5,11,1,50,15,78.2,18.4,4.6,9.2,38.3,7.7,16.9,1.5,76.7,23
2002,72,143,Peoria,10,Central,Mostly Urban,14.6,225137,360,105,12,100,112,31,113,55,305,202,159.9,46.6,5.3,44.4,49.7,13.8,50.2,24.4,135.5,89.7
2002,73,145,Perry,20,Southern,Mostly Urban,43.6,27293,30,7,2,2,16,3,5,1,29,6,109.9,25.6,7.3,7.3,58.6,11,18.3,3.7,106.3,22
2002,74,147,Piatt,6,Central,Mostly Rural,67.7,19796,13,3,2,4,3,1,5,1,12,4,65.7,15.2,10.1,20.2,15.2,5.1,25.3,5.1,60.6,20.2
2002,75,149,Pike,8,Central,Mostly Rural,72.3,20717,30,9,6,1,13,1,1,5,25,1,144.8,43.4,29,4.8,62.8,4.8,4.8,24.1,120.7,4.8
2002,76,151,Pope,1,Southern,Completely Rural,100,5045,1,NA,1,NA,NA,NA,NA,NA,1,NA,19.8,NA,19.8,NA,NA,NA,NA,NA,19.8,NA
2002,77,153,Pulaski,1,Southern,Completely Rural,100,8799,9,5,NA,1,2,1,2,NA,9,2,102.3,56.8,NA,11.4,22.7,11.4,22.7,NA,102.3,22.7
2002,78,155,Putnam,10,Central,Completely Rural,100,7439,6,4,NA,NA,2,NA,NA,NA,6,1,80.7,53.8,NA,NA,26.9,NA,NA,NA,80.7,13.4
2002,79,157,Randolph,20,Southern,Mostly Urban,42.6,40100,50,3,9,13,19,6,18,3,47,19,124.7,7.5,22.4,32.4,47.4,15,44.9,7.5,117.2,47.4
2002,80,159,Richland,2,Southern,Mostly Urban,43.5,19695,16,8,1,1,4,2,3,3,13,13,81.2,40.6,5.1,5.1,20.3,10.2,15.2,15.2,66,66
2002,81,161,Rock Island,14,Central,Mostly Urban,10.9,180684,191,37,14,45,82,13,58,22,169,99,105.7,20.5,7.7,24.9,45.4,7.2,32.1,12.2,93.5,54.8
2002,82,163,St. Clair,20,Southern,Mostly Urban,9.8,322875,361,36,23,137,148,17,151,35,326,158,111.8,11.1,7.1,42.4,45.8,5.3,46.8,10.8,101,48.9
2002,83,165,Saline,1,Southern,Mostly Urban,43.7,32012,43,13,4,15,10,1,16,1,42,17,134.3,40.6,12.5,46.9,31.2,3.1,50,3.1,131.2,53.1
2002,84,167,Sangamon,7,Central,Mostly Urban,14.1,235756,252,62,14,65,89,22,83,27,225,115,106.9,26.3,5.9,27.6,37.8,9.3,35.2,11.5,95.4,48.8
2002,85,169,Schuyler,8,Central,Mostly Rural,57.6,8459,9,3,1,1,2,2,3,NA,9,NA,106.4,35.5,11.8,11.8,23.6,23.6,35.5,NA,106.4,NA
2002,86,171,Scott,7,Central,Completely Rural,100,6677,3,NA,1,NA,2,NA,NA,1,2,2,44.9,NA,15,NA,30,NA,NA,15,30,30
2002,87,173,Shelby,4,Central,Mostly Rural,77.7,27648,35,5,2,7,13,8,15,3,32,11,126.6,18.1,7.2,25.3,47,28.9,54.3,10.9,115.7,39.8
2002,88,175,Stark,10,Central,Completely Rural,100,7705,1,NA,NA,1,NA,NA,1,NA,1,1,13,NA,NA,13,NA,NA,13,NA,13,13
2002,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,59124,103,26,10,18,45,4,22,9,94,43,174.2,44,16.9,30.4,76.1,6.8,37.2,15.2,159,72.7
2002,90,179,Tazewell,10,Central,Mostly Urban,20.4,156973,184,23,14,35,97,15,50,16,168,56,117.2,14.7,8.9,22.3,61.8,9.6,31.9,10.2,107,35.7
2002,91,181,Union,1,Southern,Mostly Rural,65.9,22009,24,5,NA,4,11,4,8,1,23,5,109,22.7,NA,18.2,50,18.2,36.3,4.5,104.5,22.7
2002,92,183,Vermilion,5,Central,Mostly Urban,31.3,102170,197,55,6,48,76,12,60,24,173,55,192.8,53.8,5.9,47,74.4,11.7,58.7,23.5,169.3,53.8
2002,93,185,Wabash,2,Southern,Mostly Urban,38.9,15407,18,8,NA,1,9,NA,1,1,17,7,116.8,51.9,NA,6.5,58.4,NA,6.5,6.5,110.3,45.4
2002,94,187,Warren,9,Central,Mostly Urban,45.5,22202,13,4,1,4,2,2,6,NA,13,14,58.6,18,4.5,18,9,9,27,NA,58.6,63.1
2002,95,189,Washington,20,Southern,Mostly Rural,73.6,18591,36,9,9,5,11,2,7,3,33,9,193.6,48.4,48.4,26.9,59.2,10.8,37.7,16.1,177.5,48.4
2002,96,191,Wayne,2,Southern,Mostly Rural,69.9,20545,28,14,1,2,8,3,3,2,26,16,136.3,68.1,4.9,9.7,38.9,14.6,14.6,9.7,126.6,77.9
2002,97,193,White,2,Southern,Mostly Rural,62,18077,27,8,2,3,10,4,5,2,25,6,149.4,44.3,11.1,16.6,55.3,22.1,27.7,11.1,138.3,33.2
2002,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,74069,159,35,24,30,63,7,34,19,140,37,214.7,47.3,32.4,40.5,85.1,9.5,45.9,25.7,189,50
2002,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,713259,569,215,20,115,182,37,139,66,503,176,79.8,30.1,2.8,16.1,25.5,5.2,19.5,9.3,70.5,24.7
2002,100,199,Williamson,1,Southern,Mostly Urban,34.8,75235,71,21,4,13,28,5,17,5,66,22,94.4,27.9,5.3,17.3,37.2,6.6,22.6,6.6,87.7,29.2
2002,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,352449,563,179,19,136,203,26,155,67,496,274,159.7,50.8,5.4,38.6,57.6,7.4,44,19,140.7,77.7
2002,102,203,Woodford,11,Central,Mostly Rural,54.9,44508,35,5,12,1,13,4,5,2,33,11,78.6,11.2,27,2.2,29.2,9,11.2,4.5,74.1,24.7
2003,1,1,Adams,8,Central,Mostly Urban,32.6,82434,205,70,18,40,58,19,54,32,173,63,248.7,84.9,21.8,48.5,70.4,23,65.5,38.8,209.9,76.4
2003,2,3,Alexander,1,Southern,Mostly Rural,61.9,11230,21,1,1,10,9,NA,10,2,19,2,187,8.9,8.9,89,80.1,NA,89,17.8,169.2,17.8
2003,3,5,Bond,3,Southern,Mostly Rural,60.7,21608,19,3,NA,3,10,3,6,3,16,6,87.9,13.9,NA,13.9,46.3,13.9,27.8,13.9,74,27.8
2003,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,58986,82,26,3,15,31,7,20,7,75,10,139,44.1,5.1,25.4,52.6,11.9,33.9,11.9,127.1,17
2003,5,9,Brown,8,Central,Mostly Urban,41.1,7923,6,6,NA,NA,NA,NA,NA,NA,6,1,75.7,75.7,NA,NA,NA,NA,NA,NA,75.7,12.6
2003,6,11,Bureau,13,Central,Mostly Rural,57.4,42831,32,5,1,6,19,1,7,4,28,15,74.7,11.7,2.3,14,44.4,2.3,16.3,9.3,65.4,35
2003,7,13,Calhoun,8,Southern,Completely Rural,100,6134,8,1,NA,2,4,1,3,2,6,3,130.4,16.3,NA,32.6,65.2,16.3,48.9,32.6,97.8,48.9
2003,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,19802,24,6,6,5,6,1,5,3,21,8,121.2,30.3,30.3,25.2,30.3,5,25.2,15.1,106,40.4
2003,9,17,Cass,8,Central,Mostly Rural,52.1,16853,18,6,1,3,7,1,4,4,14,9,106.8,35.6,5.9,17.8,41.5,5.9,23.7,23.7,83.1,53.4
2003,10,19,Champaign,6,Central,Mostly Urban,12.7,220694,509,154,49,112,173,21,131,65,444,178,230.6,69.8,22.2,50.7,78.4,9.5,59.4,29.5,201.2,80.7
2003,11,21,Christian,4,Central,Mostly Urban,43.5,42783,66,22,11,6,24,3,8,8,58,29,154.3,51.4,25.7,14,56.1,7,18.7,18.7,135.6,67.8
2003,12,23,Clark,5,Southern,Mostly Rural,59.5,20673,47,27,5,6,7,2,8,5,42,5,227.3,130.6,24.2,29,33.9,9.7,38.7,24.2,203.2,24.2
2003,13,25,Clay,4,Southern,Mostly Rural,64.7,17181,40,16,2,6,14,2,8,6,34,7,232.8,93.1,11.6,34.9,81.5,11.6,46.6,34.9,197.9,40.7
2003,14,27,Clinton,4,Southern,Mostly Urban,48.8,43939,20,7,2,5,4,2,7,3,17,13,45.5,15.9,4.6,11.4,9.1,4.6,15.9,6.8,38.7,29.6
2003,15,29,Coles,5,Central,Mostly Urban,24.3,61667,188,71,18,28,56,15,41,19,169,32,304.9,115.1,29.2,45.4,90.8,24.3,66.5,30.8,274.1,51.9
2003,16,31,Cook,co,Northern - Cook,Completely Urban,0,6620453,15574,7342,295,3273,3954,710,3521,1583,13991,3725,235.2,110.9,4.5,49.4,59.7,10.7,53.2,23.9,211.3,56.3
2003,17,33,Crawford,2,Southern,Mostly Rural,60.2,23963,51,24,7,5,11,4,9,6,45,4,212.8,100.2,29.2,20.9,45.9,16.7,37.6,25,187.8,16.7
2003,18,35,Cumberland,5,Southern,Completely Rural,100,13400,11,7,NA,1,1,2,3,1,10,NA,82.1,52.2,NA,7.5,7.5,14.9,22.4,7.5,74.6,NA
2003,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,114784,82,25,9,18,26,4,22,6,76,21,71.4,21.8,7.8,15.7,22.7,3.5,19.2,5.2,66.2,18.3
2003,20,39,De Witt,6,Central,Mostly Urban,48.8,20233,24,7,NA,5,10,2,7,3,21,2,118.6,34.6,NA,24.7,49.4,9.9,34.6,14.8,103.8,9.9
2003,21,41,Douglas,6,Central,Mostly Rural,61.6,24662,34,7,7,4,9,7,11,8,26,8,137.9,28.4,28.4,16.2,36.5,28.4,44.6,32.4,105.4,32.4
2003,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1148234,920,186,115,124,456,39,155,116,804,123,80.1,16.2,10,10.8,39.7,3.4,13.5,10.1,70,10.7
2003,23,45,Edgar,5,Central,Mostly Rural,51.8,23211,76,32,3,9,29,3,12,11,65,21,327.4,137.9,12.9,38.8,124.9,12.9,51.7,47.4,280,90.5
2003,24,47,Edwards,2,Southern,Completely Rural,100,8212,19,7,2,NA,9,1,1,3,16,4,231.4,85.2,24.4,NA,109.6,12.2,12.2,36.5,194.8,48.7
2003,25,49,Effingham,4,Southern,Mostly Rural,59.7,43239,42,7,3,11,19,2,13,2,40,11,97.1,16.2,6.9,25.4,43.9,4.6,30.1,4.6,92.5,25.4
2003,26,51,Fayette,4,Southern,Mostly Rural,67,25723,63,26,7,12,15,3,15,5,58,13,244.9,101.1,27.2,46.7,58.3,11.7,58.3,19.4,225.5,50.5
2003,27,53,Ford,11,Central,Mostly Urban,41.8,17340,11,1,2,2,5,1,3,NA,11,2,63.4,5.8,11.5,11.5,28.8,5.8,17.3,NA,63.4,11.5
2003,28,55,Franklin,2,Southern,Mostly Urban,48.6,47367,48,8,9,6,20,5,11,NA,48,15,101.3,16.9,19,12.7,42.2,10.6,23.2,NA,101.3,31.7
2003,29,57,Fulton,9,Central,Mostly Rural,60,45087,61,16,8,13,20,4,15,6,55,21,135.3,35.5,17.7,28.8,44.4,8.9,33.3,13.3,122,46.6
2003,30,59,Gallatin,2,Southern,Completely Rural,100,7383,7,4,NA,NA,3,NA,NA,NA,7,3,94.8,54.2,NA,NA,40.6,NA,NA,NA,94.8,40.6
2003,31,61,Greene,7,Central,Mostly Rural,70.8,17655,11,3,NA,NA,7,1,NA,1,10,6,62.3,17,NA,NA,39.6,5.7,NA,5.7,56.6,34
2003,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,49103,35,6,8,5,16,NA,5,2,33,5,71.3,12.2,16.3,10.2,32.6,NA,10.2,4.1,67.2,10.2
2003,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10076,13,9,1,1,2,NA,1,2,11,3,129,89.3,9.9,9.9,19.8,NA,9.9,19.8,109.2,29.8
2003,34,67,Hancock,9,Central,Mostly Rural,71,23608,16,7,3,1,5,NA,1,NA,16,5,67.8,29.7,12.7,4.2,21.2,NA,4.2,NA,67.8,21.2
2003,35,69,Hardin,2,Southern,Completely Rural,100,5600,5,2,NA,NA,3,NA,NA,NA,5,3,89.3,35.7,NA,NA,53.6,NA,NA,NA,89.3,53.6
2003,36,71,Henderson,9,Central,Mostly Rural,99.7,9565,7,NA,1,2,4,NA,2,1,6,1,73.2,NA,10.5,20.9,41.8,NA,20.9,10.5,62.7,10.5
2003,37,73,Henry,14,Central,Mostly Rural,50.3,61748,114,31,16,21,44,2,21,17,97,18,184.6,50.2,25.9,34,71.3,3.2,34,27.5,157.1,29.2
2003,38,75,Iroquois,21,Central,Mostly Rural,71.7,37568,29,10,NA,1,14,4,4,1,28,13,77.2,26.6,NA,2.7,37.3,10.6,10.6,2.7,74.5,34.6
2003,39,77,Jackson,1,Southern,Mostly Urban,37.2,68831,44,3,1,24,12,4,27,NA,44,45,63.9,4.4,1.5,34.9,17.4,5.8,39.2,NA,63.9,65.4
2003,40,79,Jasper,4,Southern,Mostly Rural,69.9,12117,9,2,1,2,3,1,3,NA,9,1,74.3,16.5,8.3,16.5,24.8,8.3,24.8,NA,74.3,8.3
2003,41,81,Jefferson,2,Southern,Mostly Rural,58.8,48825,91,21,5,28,27,10,36,9,82,34,186.4,43,10.2,57.3,55.3,20.5,73.7,18.4,167.9,69.6
2003,42,83,Jersey,7,Southern,Mostly Rural,60.6,26882,35,13,4,3,14,1,4,1,34,11,130.2,48.4,14.9,11.2,52.1,3.7,14.9,3.7,126.5,40.9
2003,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,27097,16,3,6,NA,6,1,1,NA,16,3,59,11.1,22.1,NA,22.1,3.7,3.7,NA,59,11.1
2003,44,87,Johnson,1,Southern,Completely Rural,100,15715,41,9,7,8,17,NA,8,8,33,8,260.9,57.3,44.5,50.9,108.2,NA,50.9,50.9,210,50.9
2003,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,584244,716,283,45,179,170,39,201,61,655,195,122.6,48.4,7.7,30.6,29.1,6.7,34.4,10.4,112.1,33.4
2003,46,91,Kankakee,21,Central,Mostly Urban,24.5,132604,264,76,14,58,97,19,73,20,244,72,199.1,57.3,10.6,43.7,73.2,14.3,55.1,15.1,184,54.3
2003,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,85815,81,25,12,10,31,3,13,8,73,18,94.4,29.1,14,11.7,36.1,3.5,15.1,9.3,85.1,21
2003,48,95,Knox,9,Central,Mostly Urban,24.3,64942,50,21,1,14,11,3,17,4,46,37,77,32.3,1.5,21.6,16.9,4.6,26.2,6.2,70.8,57
2003,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,863883,933,244,120,156,354,59,202,109,824,222,108,28.2,13.9,18.1,41,6.8,23.4,12.6,95.4,25.7
2003,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,136130,216,51,12,42,97,14,53,33,183,38,158.7,37.5,8.8,30.9,71.3,10.3,38.9,24.2,134.4,27.9
2003,51,101,Lawrence,2,Southern,Mostly Rural,58,19591,24,12,3,3,5,1,3,1,23,6,122.5,61.3,15.3,15.3,25.5,5.1,15.3,5.1,117.4,30.6
2003,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,42913,61,16,4,15,22,4,19,5,56,18,142.1,37.3,9.3,35,51.3,9.3,44.3,11.7,130.5,41.9
2003,53,105,Livingston,11,Central,Mostly Urban,40.8,47571,92,31,10,19,23,9,27,15,77,30,193.4,65.2,21,39.9,48.3,18.9,56.8,31.5,161.9,63.1
2003,54,107,Logan,11,Central,Mostly Urban,39.9,36528,90,17,7,30,34,2,31,16,74,24,246.4,46.5,19.2,82.1,93.1,5.5,84.9,43.8,202.6,65.7
2003,55,109,McDonough,9,Central,Mostly Urban,29.5,38009,45,10,5,11,17,2,12,3,42,9,118.4,26.3,13.2,28.9,44.7,5.3,31.6,7.9,110.5,23.7
2003,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,366395,219,48,38,41,86,6,42,23,196,42,59.8,13.1,10.4,11.2,23.5,1.6,11.5,6.3,53.5,11.5
