year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,new_court,offense_type_drug,offense_type_other,offense_type_person,offense_type_property,offense_type_sex,offense_type_violent,sex_female,sex_male,technical_violation_other,new_court_rate,offense_type_drug_rate,offense_type_other_rate,offense_type_person_rate,offense_type_property_rate,offense_type_sex_rate,offense_type_violent_rate,sex_female_rate,sex_male_rate,technical_violation_other_rate
2003,57,113,McLean,11,Central,Mostly Urban,16.5,191377,364,108,45,72,122,17,86,54,310,168,190.2,56.4,23.5,37.6,63.7,8.9,44.9,28.2,162,87.8
2003,58,115,Macon,6,Central,Mostly Urban,15.3,135435,571,123,36,149,243,20,156,87,484,187,421.6,90.8,26.6,110,179.4,14.8,115.2,64.2,357.4,138.1
2003,59,117,Macoupin,7,Central,Mostly Rural,58.5,59483,79,27,14,12,21,5,16,3,76,28,132.8,45.4,23.5,20.2,35.3,8.4,26.9,5,127.8,47.1
2003,60,119,Madison,3,Southern,Mostly Urban,13.3,322623,382,88,13,103,156,22,123,25,357,147,118.4,27.3,4,31.9,48.4,6.8,38.1,7.7,110.7,45.6
2003,61,121,Marion,4,Southern,Mostly Urban,45.1,49780,158,64,17,21,52,4,24,23,135,41,317.4,128.6,34.2,42.2,104.5,8,48.2,46.2,271.2,82.4
2003,62,123,Marshall,10,Central,Completely Rural,100,15739,4,1,NA,NA,3,NA,NA,NA,4,3,25.4,6.4,NA,NA,19.1,NA,NA,NA,25.4,19.1
2003,63,125,Mason,8,Central,Mostly Rural,77.5,19253,26,2,2,9,10,3,12,1,25,7,135,10.4,10.4,46.7,51.9,15.6,62.3,5.2,129.8,36.4
2003,64,127,Massac,1,Southern,Mostly Rural,50.5,18283,27,5,4,4,13,1,5,1,26,12,147.7,27.3,21.9,21.9,71.1,5.5,27.3,5.5,142.2,65.6
2003,65,129,Menard,8,Central,Mostly Rural,75.7,15409,10,3,1,1,5,NA,1,1,9,2,64.9,19.5,6.5,6.5,32.4,NA,6.5,6.5,58.4,13
2003,66,131,Mercer,14,Central,Mostly Rural,77.8,20529,12,4,1,3,1,3,6,NA,12,3,58.5,19.5,4.9,14.6,4.9,14.6,29.2,NA,58.5,14.6
2003,67,133,Monroe,20,Southern,Mostly Urban,41.4,37186,12,1,4,NA,6,1,1,1,11,2,32.3,2.7,10.8,NA,16.1,2.7,2.7,2.7,29.6,5.4
2003,68,135,Montgomery,4,Central,Mostly Urban,41.6,36581,58,18,9,8,18,5,13,4,54,23,158.6,49.2,24.6,21.9,49.2,13.7,35.5,10.9,147.6,62.9
2003,69,137,Morgan,7,Central,Mostly Urban,36.2,43306,60,7,7,11,32,3,13,7,53,16,138.5,16.2,16.2,25.4,73.9,6.9,30,16.2,122.4,36.9
2003,70,139,Moultrie,6,Central,Mostly Rural,69.2,17646,22,3,2,5,8,4,9,2,20,6,124.7,17,11.3,28.3,45.3,22.7,51,11.3,113.3,34
2003,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,65934,42,13,1,7,18,3,9,3,39,21,63.7,19.7,1.5,10.6,27.3,4.6,13.7,4.6,59.2,31.9
2003,72,143,Peoria,10,Central,Mostly Urban,14.6,224203,440,116,15,113,160,36,134,66,374,206,196.3,51.7,6.7,50.4,71.4,16.1,59.8,29.4,166.8,91.9
2003,73,145,Perry,20,Southern,Mostly Urban,43.6,27122,39,10,5,6,14,4,10,3,36,5,143.8,36.9,18.4,22.1,51.6,14.7,36.9,11.1,132.7,18.4
2003,74,147,Piatt,6,Central,Mostly Rural,67.7,19953,11,1,1,1,6,2,3,NA,11,5,55.1,5,5,5,30.1,10,15,NA,55.1,25.1
2003,75,149,Pike,8,Central,Mostly Rural,72.3,20420,44,14,5,5,19,1,6,4,40,10,215.5,68.6,24.5,24.5,93,4.9,29.4,19.6,195.9,49
2003,76,151,Pope,1,Southern,Completely Rural,100,5313,1,NA,NA,NA,NA,1,1,NA,1,1,18.8,NA,NA,NA,NA,18.8,18.8,NA,18.8,18.8
2003,77,153,Pulaski,1,Southern,Completely Rural,100,8634,12,NA,1,6,2,3,9,1,11,5,139,NA,11.6,69.5,23.2,34.7,104.2,11.6,127.4,57.9
2003,78,155,Putnam,10,Central,Completely Rural,100,7411,7,NA,2,1,2,2,3,NA,7,1,94.5,NA,27,13.5,27,27,40.5,NA,94.5,13.5
2003,79,157,Randolph,20,Southern,Mostly Urban,42.6,39854,45,12,7,6,15,5,11,4,41,20,112.9,30.1,17.6,15.1,37.6,12.5,27.6,10,102.9,50.2
2003,80,159,Richland,2,Southern,Mostly Urban,43.5,19513,19,9,1,6,2,1,7,1,18,9,97.4,46.1,5.1,30.7,10.2,5.1,35.9,5.1,92.2,46.1
2003,81,161,Rock Island,14,Central,Mostly Urban,10.9,179027,219,47,20,48,93,11,56,28,191,79,122.3,26.3,11.2,26.8,51.9,6.1,31.3,15.6,106.7,44.1
2003,82,163,St. Clair,20,Southern,Mostly Urban,9.8,323194,399,65,21,118,169,26,136,26,373,125,123.5,20.1,6.5,36.5,52.3,8,42.1,8,115.4,38.7
2003,83,165,Saline,1,Southern,Mostly Urban,43.7,31845,67,22,13,11,21,NA,11,9,58,21,210.4,69.1,40.8,34.5,65.9,NA,34.5,28.3,182.1,65.9
2003,84,167,Sangamon,7,Central,Mostly Urban,14.1,235880,318,86,12,77,121,22,89,41,277,92,134.8,36.5,5.1,32.6,51.3,9.3,37.7,17.4,117.4,39
2003,85,169,Schuyler,8,Central,Mostly Rural,57.6,8415,15,5,2,NA,6,2,2,1,14,2,178.3,59.4,23.8,NA,71.3,23.8,23.8,11.9,166.4,23.8
2003,86,171,Scott,7,Central,Completely Rural,100,6641,1,NA,NA,NA,1,NA,NA,NA,1,1,15.1,NA,NA,NA,15.1,NA,NA,NA,15.1,15.1
2003,87,173,Shelby,4,Central,Mostly Rural,77.7,27387,45,16,NA,4,17,8,12,1,44,11,164.3,58.4,NA,14.6,62.1,29.2,43.8,3.7,160.7,40.2
2003,88,175,Stark,10,Central,Completely Rural,100,7603,1,NA,NA,1,NA,NA,1,1,NA,1,13.2,NA,NA,13.2,NA,NA,13.2,13.2,NA,13.2
2003,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,58894,114,36,5,17,53,3,19,15,99,31,193.6,61.1,8.5,28.9,90,5.1,32.3,25.5,168.1,52.6
2003,90,179,Tazewell,10,Central,Mostly Urban,20.4,156299,237,38,20,60,108,11,70,26,211,56,151.6,24.3,12.8,38.4,69.1,7,44.8,16.6,135,35.8
2003,91,181,Union,1,Southern,Mostly Rural,65.9,21957,29,3,4,6,12,4,8,3,26,8,132.1,13.7,18.2,27.3,54.7,18.2,36.4,13.7,118.4,36.4
2003,92,183,Vermilion,5,Central,Mostly Urban,31.3,101400,165,57,10,24,59,15,36,21,144,66,162.7,56.2,9.9,23.7,58.2,14.8,35.5,20.7,142,65.1
2003,93,185,Wabash,2,Southern,Mostly Urban,38.9,15207,26,13,1,4,7,1,5,1,25,6,171,85.5,6.6,26.3,46,6.6,32.9,6.6,164.4,39.5
2003,94,187,Warren,9,Central,Mostly Urban,45.5,21870,22,7,1,6,8,NA,6,1,21,10,100.6,32,4.6,27.4,36.6,NA,27.4,4.6,96,45.7
2003,95,189,Washington,20,Southern,Mostly Rural,73.6,18537,33,5,6,4,16,2,6,3,30,8,178,27,32.4,21.6,86.3,10.8,32.4,16.2,161.8,43.2
2003,96,191,Wayne,2,Southern,Mostly Rural,69.9,20376,28,16,1,2,9,NA,2,6,22,20,137.4,78.5,4.9,9.8,44.2,NA,9.8,29.4,108,98.2
2003,97,193,White,2,Southern,Mostly Rural,62,17837,67,42,6,4,10,5,8,9,58,11,375.6,235.5,33.6,22.4,56.1,28,44.9,50.5,325.2,61.7
2003,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,73286,170,36,24,36,68,6,41,27,143,56,232,49.1,32.7,49.1,92.8,8.2,55.9,36.8,195.1,76.4
2003,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,744557,587,208,27,125,202,25,143,72,515,139,78.8,27.9,3.6,16.8,27.1,3.4,19.2,9.7,69.2,18.7
2003,100,199,Williamson,1,Southern,Mostly Urban,34.8,75366,70,19,6,23,20,2,25,2,68,23,92.9,25.2,8,30.5,26.5,2.7,33.2,2.7,90.2,30.5
2003,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,355049,598,172,34,140,216,36,167,69,529,261,168.4,48.4,9.6,39.4,60.8,10.1,47,19.4,149,73.5
2003,102,203,Woodford,11,Central,Mostly Rural,54.9,44755,51,4,12,4,26,5,8,4,47,9,114,8.9,26.8,8.9,58.1,11.2,17.9,8.9,105,20.1
2004,1,1,Adams,8,Central,Mostly Urban,32.6,81601,199,72,17,43,61,6,46,29,170,61,243.9,88.2,20.8,52.7,74.8,7.4,56.4,35.5,208.3,74.8
2004,2,3,Alexander,1,Southern,Mostly Rural,61.9,11067,14,1,1,7,5,NA,7,1,13,4,126.5,9,9,63.3,45.2,NA,63.3,9,117.5,36.1
2004,3,5,Bond,3,Southern,Mostly Rural,60.7,21823,14,4,NA,4,6,NA,4,1,13,10,64.2,18.3,NA,18.3,27.5,NA,18.3,4.6,59.6,45.8
2004,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,60996,62,20,6,7,20,9,12,3,59,14,101.6,32.8,9.8,11.5,32.8,14.8,19.7,4.9,96.7,23
2004,5,9,Brown,8,Central,Mostly Urban,41.1,7829,3,2,1,NA,NA,NA,NA,1,2,3,38.3,25.5,12.8,NA,NA,NA,NA,12.8,25.5,38.3
2004,6,11,Bureau,13,Central,Mostly Rural,57.4,42589,53,17,1,8,23,4,12,8,45,8,124.4,39.9,2.3,18.8,54,9.4,28.2,18.8,105.7,18.8
2004,7,13,Calhoun,8,Southern,Completely Rural,100,6145,6,NA,NA,1,5,NA,1,1,5,1,97.6,NA,NA,16.3,81.4,NA,16.3,16.3,81.4,16.3
2004,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,19587,23,4,5,2,10,2,4,1,22,12,117.4,20.4,25.5,10.2,51.1,10.2,20.4,5.1,112.3,61.3
2004,9,17,Cass,8,Central,Mostly Rural,52.1,16804,31,8,3,4,16,NA,4,4,27,13,184.5,47.6,17.9,23.8,95.2,NA,23.8,23.8,160.7,77.4
2004,10,19,Champaign,6,Central,Mostly Urban,12.7,221594,493,150,59,112,152,20,130,60,433,163,222.5,67.7,26.6,50.5,68.6,9,58.7,27.1,195.4,73.6
2004,11,21,Christian,4,Central,Mostly Urban,43.5,42894,80,32,7,6,32,3,8,9,71,34,186.5,74.6,16.3,14,74.6,7,18.7,21,165.5,79.3
2004,12,23,Clark,5,Southern,Mostly Rural,59.5,20654,66,28,13,11,10,4,15,6,60,6,319.6,135.6,62.9,53.3,48.4,19.4,72.6,29.1,290.5,29.1
2004,13,25,Clay,4,Southern,Mostly Rural,64.7,17027,34,15,NA,5,8,6,11,5,29,14,199.7,88.1,NA,29.4,47,35.2,64.6,29.4,170.3,82.2
2004,14,27,Clinton,4,Southern,Mostly Urban,48.8,44001,36,10,4,4,13,5,5,3,33,24,81.8,22.7,9.1,9.1,29.5,11.4,11.4,6.8,75,54.5
2004,15,29,Coles,5,Central,Mostly Urban,24.3,61579,207,83,16,30,65,13,40,42,165,36,336.2,134.8,26,48.7,105.6,21.1,65,68.2,267.9,58.5
2004,16,31,Cook,co,Northern - Cook,Completely Urban,0,6576448,16205,7582,305,3511,3996,811,3788,1854,14351,5348,246.4,115.3,4.6,53.4,60.8,12.3,57.6,28.2,218.2,81.3
2004,17,33,Crawford,2,Southern,Mostly Rural,60.2,23762,60,33,6,3,14,4,6,7,53,13,252.5,138.9,25.3,12.6,58.9,16.8,25.3,29.5,223,54.7
2004,18,35,Cumberland,5,Southern,Completely Rural,100,13334,32,15,3,6,6,2,8,3,29,3,240,112.5,22.5,45,45,15,60,22.5,217.5,22.5
2004,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,117456,76,33,5,13,23,2,15,5,71,39,64.7,28.1,4.3,11.1,19.6,1.7,12.8,4.3,60.4,33.2
2004,20,39,De Witt,6,Central,Mostly Urban,48.8,20147,18,2,2,3,11,NA,3,2,16,4,89.3,9.9,9.9,14.9,54.6,NA,14.9,9.9,79.4,19.9
2004,21,41,Douglas,6,Central,Mostly Rural,61.6,24646,25,9,3,NA,10,3,3,3,22,13,101.4,36.5,12.2,NA,40.6,12.2,12.2,12.2,89.3,52.7
2004,22,43,DuPage,18,Northern - Collar,Completely Urban,0,1150011,926,230,105,134,410,47,164,130,796,184,80.5,20,9.1,11.7,35.7,4.1,14.3,11.3,69.2,16
2004,23,45,Edgar,5,Central,Mostly Rural,51.8,23094,111,52,13,25,18,3,28,17,94,17,480.6,225.2,56.3,108.3,77.9,13,121.2,73.6,407,73.6
2004,24,47,Edwards,2,Southern,Completely Rural,100,8075,14,4,NA,1,6,3,4,3,11,5,173.4,49.5,NA,12.4,74.3,37.2,49.5,37.2,136.2,61.9
2004,25,49,Effingham,4,Southern,Mostly Rural,59.7,43186,54,19,3,12,16,4,15,1,53,12,125,44,6.9,27.8,37,9.3,34.7,2.3,122.7,27.8
2004,26,51,Fayette,4,Southern,Mostly Rural,67,25184,53,22,6,8,13,4,11,6,47,19,210.5,87.4,23.8,31.8,51.6,15.9,43.7,23.8,186.6,75.4
2004,27,53,Ford,11,Central,Mostly Urban,41.8,17316,13,3,1,2,6,1,3,1,12,4,75.1,17.3,5.8,11.6,34.7,5.8,17.3,5.8,69.3,23.1
2004,28,55,Franklin,2,Southern,Mostly Urban,48.6,47561,58,20,7,3,26,2,5,4,54,21,121.9,42.1,14.7,6.3,54.7,4.2,10.5,8.4,113.5,44.2
2004,29,57,Fulton,9,Central,Mostly Rural,60,44895,59,13,7,9,26,4,11,3,56,30,131.4,29,15.6,20,57.9,8.9,24.5,6.7,124.7,66.8
2004,30,59,Gallatin,2,Southern,Completely Rural,100,7331,2,1,NA,NA,1,NA,NA,NA,2,8,27.3,13.6,NA,NA,13.6,NA,NA,NA,27.3,109.1
2004,31,61,Greene,7,Central,Mostly Rural,70.8,17411,16,7,4,3,2,NA,3,NA,16,9,91.9,40.2,23,17.2,11.5,NA,17.2,NA,91.9,51.7
2004,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,51049,30,6,4,5,13,2,7,3,27,4,58.8,11.8,7.8,9.8,25.5,3.9,13.7,5.9,52.9,7.8
2004,33,65,Hamilton,2,Southern,Mostly Rural,68.1,10148,13,9,NA,3,1,NA,3,1,12,3,128.1,88.7,NA,29.6,9.9,NA,29.6,9.9,118.2,29.6
2004,34,67,Hancock,9,Central,Mostly Rural,71,23369,33,12,8,1,8,4,5,NA,33,7,141.2,51.4,34.2,4.3,34.2,17.1,21.4,NA,141.2,30
2004,35,69,Hardin,2,Southern,Completely Rural,100,5527,5,1,NA,NA,4,NA,NA,NA,5,2,90.5,18.1,NA,NA,72.4,NA,NA,NA,90.5,36.2
2004,36,71,Henderson,9,Central,Mostly Rural,99.7,9514,11,2,3,3,2,1,4,NA,11,5,115.6,21,31.5,31.5,21,10.5,42,NA,115.6,52.6
2004,37,73,Henry,14,Central,Mostly Rural,50.3,61150,109,33,12,21,35,8,26,13,96,24,178.3,54,19.6,34.3,57.2,13.1,42.5,21.3,157,39.2
2004,38,75,Iroquois,21,Central,Mostly Rural,71.7,37251,31,12,2,6,10,1,7,2,29,18,83.2,32.2,5.4,16.1,26.8,2.7,18.8,5.4,77.9,48.3
2004,39,77,Jackson,1,Southern,Mostly Urban,37.2,68782,40,2,1,19,17,1,20,2,38,34,58.2,2.9,1.5,27.6,24.7,1.5,29.1,2.9,55.2,49.4
2004,40,79,Jasper,4,Southern,Mostly Rural,69.9,12122,8,1,NA,6,NA,1,7,NA,8,3,66,8.2,NA,49.5,NA,8.2,57.7,NA,66,24.7
2004,41,81,Jefferson,2,Southern,Mostly Rural,58.8,48635,77,28,6,21,15,7,28,2,75,58,158.3,57.6,12.3,43.2,30.8,14.4,57.6,4.1,154.2,119.3
2004,42,83,Jersey,7,Southern,Mostly Rural,60.6,27070,51,12,15,8,16,NA,8,6,45,19,188.4,44.3,55.4,29.6,59.1,NA,29.6,22.2,166.2,70.2
2004,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,26857,15,6,4,1,3,1,2,1,14,6,55.9,22.3,14.9,3.7,11.2,3.7,7.4,3.7,52.1,22.3
2004,44,87,Johnson,1,Southern,Completely Rural,100,15757,41,10,11,4,13,3,7,4,37,16,260.2,63.5,69.8,25.4,82.5,19,44.4,25.4,234.8,101.5
2004,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,601168,592,233,36,147,140,36,173,54,538,182,98.5,38.8,6,24.5,23.3,6,28.8,9,89.5,30.3
2004,46,91,Kankakee,21,Central,Mostly Urban,24.5,134086,335,95,10,72,132,26,92,30,305,74,249.8,70.9,7.5,53.7,98.4,19.4,68.6,22.4,227.5,55.2
2004,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,92906,87,27,13,13,31,3,14,5,82,14,93.6,29.1,14,14,33.4,3.2,15.1,5.4,88.3,15.1
2004,48,95,Knox,9,Central,Mostly Urban,24.3,64101,48,11,2,8,25,2,10,4,44,38,74.9,17.2,3.1,12.5,39,3.1,15.6,6.2,68.6,59.3
2004,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,872749,962,224,141,192,346,59,238,103,859,280,110.2,25.7,16.2,22,39.6,6.8,27.3,11.8,98.4,32.1
2004,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,136968,240,60,14,52,104,10,60,28,212,50,175.2,43.8,10.2,38,75.9,7.3,43.8,20.4,154.8,36.5
2004,51,101,Lawrence,2,Southern,Mostly Rural,58,19576,37,24,1,5,6,1,6,3,34,9,189,122.6,5.1,25.5,30.6,5.1,30.6,15.3,173.7,46
2004,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,42735,65,28,5,6,21,5,10,12,53,28,152.1,65.5,11.7,14,49.1,11.7,23.4,28.1,124,65.5
2004,53,105,Livingston,11,Central,Mostly Urban,40.8,47395,106,40,13,15,35,3,17,16,90,27,223.7,84.4,27.4,31.6,73.8,6.3,35.9,33.8,189.9,57
2004,54,107,Logan,11,Central,Mostly Urban,39.9,36413,84,22,14,23,20,5,27,9,75,21,230.7,60.4,38.4,63.2,54.9,13.7,74.1,24.7,206,57.7
2004,55,109,McDonough,9,Central,Mostly Urban,29.5,37723,24,5,1,3,14,1,4,2,22,18,63.6,13.3,2.7,8,37.1,2.7,10.6,5.3,58.3,47.7
2004,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,374934,192,49,25,27,84,7,30,22,170,61,51.2,13.1,6.7,7.2,22.4,1.9,8,5.9,45.3,16.3
2004,57,113,McLean,11,Central,Mostly Urban,16.5,192897,379,149,42,54,123,11,61,46,333,152,196.5,77.2,21.8,28,63.8,5.7,31.6,23.8,172.6,78.8
2004,58,115,Macon,6,Central,Mostly Urban,15.3,134359,585,145,39,120,254,27,134,84,501,164,435.4,107.9,29,89.3,189,20.1,99.7,62.5,372.9,122.1
2004,59,117,Macoupin,7,Central,Mostly Rural,58.5,59256,88,22,9,12,36,9,19,11,77,29,148.5,37.1,15.2,20.3,60.8,15.2,32.1,18.6,129.9,48.9
2004,60,119,Madison,3,Southern,Mostly Urban,13.3,323170,501,114,23,138,196,30,158,49,452,150,155,35.3,7.1,42.7,60.6,9.3,48.9,15.2,139.9,46.4
2004,61,121,Marion,4,Southern,Mostly Urban,45.1,49137,176,72,19,20,50,15,34,34,142,67,358.2,146.5,38.7,40.7,101.8,30.5,69.2,69.2,289,136.4
2004,62,123,Marshall,10,Central,Completely Rural,100,15863,3,NA,NA,NA,2,1,1,1,2,3,18.9,NA,NA,NA,12.6,6.3,6.3,6.3,12.6,18.9
2004,63,125,Mason,8,Central,Mostly Rural,77.5,19236,32,9,1,6,13,3,9,5,27,15,166.4,46.8,5.2,31.2,67.6,15.6,46.8,26,140.4,78
2004,64,127,Massac,1,Southern,Mostly Rural,50.5,18522,24,5,4,5,9,1,6,3,21,16,129.6,27,21.6,27,48.6,5.4,32.4,16.2,113.4,86.4
2004,65,129,Menard,8,Central,Mostly Rural,75.7,15437,18,7,NA,3,7,1,3,3,15,6,116.6,45.3,NA,19.4,45.3,6.5,19.4,19.4,97.2,38.9
2004,66,131,Mercer,14,Central,Mostly Rural,77.8,20374,20,6,2,2,7,3,5,2,18,3,98.2,29.4,9.8,9.8,34.4,14.7,24.5,9.8,88.3,14.7
2004,67,133,Monroe,20,Southern,Mostly Urban,41.4,38047,25,3,5,4,13,NA,4,7,18,7,65.7,7.9,13.1,10.5,34.2,NA,10.5,18.4,47.3,18.4
2004,68,135,Montgomery,4,Central,Mostly Urban,41.6,36433,96,22,15,18,41,NA,18,15,81,24,263.5,60.4,41.2,49.4,112.5,NA,49.4,41.2,222.3,65.9
2004,69,137,Morgan,7,Central,Mostly Urban,36.2,43286,50,12,4,9,22,3,12,7,43,18,115.5,27.7,9.2,20.8,50.8,6.9,27.7,16.2,99.3,41.6
2004,70,139,Moultrie,6,Central,Mostly Rural,69.2,17678,25,5,3,6,7,4,10,1,24,5,141.4,28.3,17,33.9,39.6,22.6,56.6,5.7,135.8,28.3
2004,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,66465,34,7,NA,3,20,4,6,3,31,18,51.2,10.5,NA,4.5,30.1,6,9,4.5,46.6,27.1
2004,72,143,Peoria,10,Central,Mostly Urban,14.6,224274,386,95,13,105,146,27,119,49,337,210,172.1,42.4,5.8,46.8,65.1,12,53.1,21.8,150.3,93.6
2004,73,145,Perry,20,Southern,Mostly Urban,43.6,27084,26,6,2,4,11,3,7,1,25,23,96,22.2,7.4,14.8,40.6,11.1,25.8,3.7,92.3,84.9
2004,74,147,Piatt,6,Central,Mostly Rural,67.7,20012,8,2,1,1,4,NA,1,NA,8,2,40,10,5,5,20,NA,5,NA,40,10
2004,75,149,Pike,8,Central,Mostly Rural,72.3,20411,48,16,4,6,18,4,8,3,45,10,235.2,78.4,19.6,29.4,88.2,19.6,39.2,14.7,220.5,49
2004,76,151,Pope,1,Southern,Completely Rural,100,4932,5,1,1,1,2,NA,1,1,4,NA,101.4,20.3,20.3,20.3,40.6,NA,20.3,20.3,81.1,NA
2004,77,153,Pulaski,1,Southern,Completely Rural,100,8450,14,3,3,5,3,NA,5,1,13,5,165.7,35.5,35.5,59.2,35.5,NA,59.2,11.8,153.8,59.2
2004,78,155,Putnam,10,Central,Completely Rural,100,7288,3,NA,NA,1,2,NA,1,NA,3,1,41.2,NA,NA,13.7,27.4,NA,13.7,NA,41.2,13.7
2004,79,157,Randolph,20,Southern,Mostly Urban,42.6,39981,59,12,12,8,25,2,10,8,51,17,147.6,30,30,20,62.5,5,25,20,127.6,42.5
2004,80,159,Richland,2,Southern,Mostly Urban,43.5,19356,46,26,3,5,11,1,6,8,38,15,237.7,134.3,15.5,25.8,56.8,5.2,31,41.3,196.3,77.5
2004,81,161,Rock Island,14,Central,Mostly Urban,10.9,178399,243,61,13,50,111,8,57,28,215,78,136.2,34.2,7.3,28,62.2,4.5,32,15.7,120.5,43.7
2004,82,163,St. Clair,20,Southern,Mostly Urban,9.8,323311,473,88,31,121,222,11,129,54,419,138,146.3,27.2,9.6,37.4,68.7,3.4,39.9,16.7,129.6,42.7
2004,83,165,Saline,1,Southern,Mostly Urban,43.7,31871,89,32,14,16,25,2,16,9,80,39,279.3,100.4,43.9,50.2,78.4,6.3,50.2,28.2,251,122.4
2004,84,167,Sangamon,7,Central,Mostly Urban,14.1,236148,364,112,21,70,140,21,83,50,314,151,154.1,47.4,8.9,29.6,59.3,8.9,35.1,21.2,133,63.9
2004,85,169,Schuyler,8,Central,Mostly Rural,57.6,8500,7,NA,1,2,3,1,3,NA,7,3,82.4,NA,11.8,23.5,35.3,11.8,35.3,NA,82.4,35.3
2004,86,171,Scott,7,Central,Completely Rural,100,6535,1,NA,NA,NA,1,NA,NA,1,NA,NA,15.3,NA,NA,NA,15.3,NA,NA,15.3,NA,NA
2004,87,173,Shelby,4,Central,Mostly Rural,77.7,27051,61,19,13,9,19,1,9,6,55,11,225.5,70.2,48.1,33.3,70.2,3.7,33.3,22.2,203.3,40.7
2004,88,175,Stark,10,Central,Completely Rural,100,7542,5,1,1,1,2,NA,1,NA,5,1,66.3,13.3,13.3,13.3,26.5,NA,13.3,NA,66.3,13.3
2004,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,58497,122,39,4,15,58,6,18,20,102,25,208.6,66.7,6.8,25.6,99.2,10.3,30.8,34.2,174.4,42.7
2004,90,179,Tazewell,10,Central,Mostly Urban,20.4,156913,232,38,21,52,108,13,63,22,210,64,147.9,24.2,13.4,33.1,68.8,8.3,40.1,14,133.8,40.8
2004,91,181,Union,1,Southern,Mostly Rural,65.9,21883,22,6,NA,4,8,4,8,1,21,17,100.5,27.4,NA,18.3,36.6,18.3,36.6,4.6,96,77.7
2004,92,183,Vermilion,5,Central,Mostly Urban,31.3,101115,180,56,10,34,64,16,48,25,155,65,178,55.4,9.9,33.6,63.3,15.8,47.5,24.7,153.3,64.3
2004,93,185,Wabash,2,Southern,Mostly Urban,38.9,15128,31,12,3,9,6,1,10,2,29,8,204.9,79.3,19.8,59.5,39.7,6.6,66.1,13.2,191.7,52.9
2004,94,187,Warren,9,Central,Mostly Urban,45.5,21387,11,NA,2,3,5,1,4,2,9,9,51.4,NA,9.4,14,23.4,4.7,18.7,9.4,42.1,42.1
2004,95,189,Washington,20,Southern,Mostly Rural,73.6,18388,35,9,10,2,13,1,2,5,30,12,190.3,48.9,54.4,10.9,70.7,5.4,10.9,27.2,163.1,65.3
2004,96,191,Wayne,2,Southern,Mostly Rural,69.9,20233,50,29,2,7,10,2,9,8,42,36,247.1,143.3,9.9,34.6,49.4,9.9,44.5,39.5,207.6,177.9
2004,97,193,White,2,Southern,Mostly Rural,62,17924,87,53,11,8,11,4,11,16,71,12,485.4,295.7,61.4,44.6,61.4,22.3,61.4,89.3,396.1,66.9
2004,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,73089,201,32,33,36,93,7,40,31,170,49,275,43.8,45.2,49.3,127.2,9.6,54.7,42.4,232.6,67
2004,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,779468,643,200,42,111,248,42,136,83,560,180,82.5,25.7,5.4,14.2,31.8,5.4,17.4,10.6,71.8,23.1
2004,100,199,Williamson,1,Southern,Mostly Urban,34.8,76248,77,15,2,20,34,6,22,4,73,27,101,19.7,2.6,26.2,44.6,7.9,28.9,5.2,95.7,35.4
2004,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,356798,701,221,33,143,273,31,167,91,610,248,196.5,61.9,9.2,40.1,76.5,8.7,46.8,25.5,171,69.5
2004,102,203,Woodford,11,Central,Mostly Rural,54.9,45285,54,8,9,11,24,2,13,5,49,10,119.2,17.7,19.9,24.3,53,4.4,28.7,11,108.2,22.1
2005,1,1,Adams,8,Central,Mostly Urban,32.6,81513,177,68,13,24,56,16,37,28,149,61,217.1,83.4,15.9,29.4,68.7,19.6,45.4,34.4,182.8,74.8
2005,2,3,Alexander,1,Southern,Mostly Rural,61.9,10590,17,NA,1,10,4,2,12,5,12,4,160.5,NA,9.4,94.4,37.8,18.9,113.3,47.2,113.3,37.8
2005,3,5,Bond,3,Southern,Mostly Rural,60.7,21647,22,6,1,5,9,1,6,4,18,6,101.6,27.7,4.6,23.1,41.6,4.6,27.7,18.5,83.2,27.7
2005,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,63283,71,22,4,10,31,4,13,6,65,15,112.2,34.8,6.3,15.8,49,6.3,20.5,9.5,102.7,23.7
